alias,name,cpf_cnpj,phone,email,addressable_type,addressable_id,alias_address,zip,street,number,details,district,city,state,country
LVD INFORMATICA,LORDEVAN VIEIRA DODO,07.354.250/0001-79,1120855270,GEISA@LVDINFORMATICA.COM.BR,supplier,,,7013000,AVENIDA ANIELLO PRATICI,348,,JARDIM SANTA FRANCISCA,GUARULHOS,SP,BRASIL
REVENGE IT CONSULTORIA,LUCCA MOREIRA FORTINI 38196076843,16.559.611/0001-04,1126156570,REVENGEITGROUP@GMAIL.COM,supplier,,,2350001,RUA MARIA AMALIA LOPES AZEVEDO,647,,VILA ALBERTINA,SÃO PAULO,SP,BRASIL
NEXT PRINT SUPRIMENTOS PARA IMPRESSAO,NEXT PRINT LTDA,27.022.537/0001-09,4187177404,FRAN.CGCAMARGO@GMAIL.COM,supplier,,,83005100,RUA SETE DE SETEMBRO,582,APT 404,CENTRO,SÃO JOSÉ DOS PINHAIS,PR,BRASIL
CUBO WEB TECNOLOGIA,M P DE CARVALHO INFORMATICA LTDA,11.218.236/0001-15,1832220077,SILPADOVANI@HOTMAIL.COM,supplier,,,19028025,RUA CONRADO JOAO BACETI,208,,RES. MARE MANSA,PRESIDENTE PRUDENTE,SP,BRASIL
ALPHA EXPRESS IMPRESSAO & CIA,MADER INFORMATICA LTDA,41.759.257/0001-09,1199969159,JUCELAINE@TUDOPARARECARGA.COM.BR,supplier,,,9171615,AVENIDA SAO BERNARDO DO CAMPO,31,SALA 7,SITIO DOS VIANAS,SANTO ANDRÉ,SP,BRASIL
MAGAZINE LUIZA S/A,MAGAZINE LUIZA S/A,479609500/897-85,1637115738,FISCAL.ESTADUAL@MAGAZINELUIZA.COM.BR,supplier,,,13290000,RODOVIA BANDEIRANTES,S/N,KM 68 E 760 METROS SETOR C,RIO ABAIXO,LOUVEIRA,SP,BRASIL
MAIS WIRELESS,MAIS WIRELESS DISTRIBUICAO LTDA,40.623.078/0001-87,6233240908,GERENCIA@TEKDISTRIBUIDOR.COM.BR,supplier,,,75020310,TRAVESSA JOAO AIRES,197,SALA 03,SETOR CENTRAL,ANÁPOLIS,GO,BRASIL
M VIRTUAL,M SHOP LTDA,42.091.594/0001-33,4499991934,CARDOSO_OLI@HOTMAIL.COM,supplier,,,87043047,RUA RIO PARAGUACU,21,SALA 01,JARDIM OASIS,MARINGÁ,PR,BRASIL
KAER,MARCOS A. F. DA SILVA SERVICOS GRAFICOS,18.292.293/0001-93,1147250401,FINANCEIRO@KAER.COM.BR,supplier,,,13255130,AVENIDA GUERINO GRISOTTI,810,SALA A,LT. JD. ARIZONA,ITATIBA,SP,BRASIL
JOTACAR SHOP,JOTACAR SHOP LTDA,41.178.398/0001-38,1839081695,JOTACARSHOP@OUTLOOK.COM,supplier,,,19063760,RUA PEDRO KARRER,43,,JARDIM SANTA FE,PRESIDENTE PRUDENTE,SP,BRASIL
MT SUPRIMENTOS,MARIA TEREZA CASTIGLIERI,17.805.564/0001-02,1732455200,UNIAO@NETNEW.COM.BR,supplier,,,15200000,RUA JOAO RODANTE,880,,SAO JOSE,JOSÉ BONIFÁCIO,SP,BRASIL
ALA EMBALAGENS,MARILIA DE CARVALHO BARBOSA LTDA,39.557.322/0001-71,8599150003,ALAPLASTICOS.FINANCEIRO@GMAIL.COM,supplier,,,61607150,AVENIDA DA INTEGRACAO,1317B,,PATRICIA GOMES,CAUCAIA,CE,BRASIL
MASTER ARTS VARIEDADES,MASTER ARTS VARIEDADES LTDA,39.414.723/0001-72,1135032032,MASTERARTSVARI@GMAIL.COM,supplier,,,1023001,RUA BR DE DUPRAT,323,ANDAR 4 LOJA 402-B,CENTRO,SÃO PAULO,SP,BRASIL
MATARELLUS VARIEDADES,MATARELLUS VARIEDADES LTDA,61.777.653/0001-76,1132202131,MATARELLUSVARI@GMAIL.COM,supplier,,,1023903,RUA COMEN AFONSO KHERLAKIAN,79,ANDAR 2 STAND 20,CENTRO,SÃO PAULO,SP,BRASIL
MAXCO COMERCIAL,MAXCO COMERCIAL DE PRODUTOS DE ESCRITORIO LTDA,32.392.393/0001-12,8591368392,ADMINISTRACAO@MAXCOSTORE.COM.BR,supplier,,,60060360,RUA JOSE AVELINO,566,,PRAIA DE IRACEMA,FORTALEZA,CE,BRASIL
MUNDOWARE,MDWE LTDA,10.473.915/0001-78,1732222380,EVILSON@MUNDOWARE.COM.BR,supplier,,,15025620,RUA OSWALDO ARANHA,2728,,CANAA - JD.,SÃO JOSÉ DO RIO PRETO,SP,BRASIL
MEGAMAMUTE COMERCIO ON LINE DE ELETRONICOS E INFORMATICA LTDA,MEGAMAMUTE COMERCIO ON LINE DE ELETRONICOS E INFORMATICA LTDA,13.477.477/0006-19,4330278251,FISCAL@MEGAMAMUTE.COM.BR,supplier,,,37646908,RODOVIA FERNAO DIAS,S/N,KM 937 GALPAO300 SALA 01,DISTRITO INDUSTRIAL JARDIM,EXTREMA,MG,BRASIL
MELIDE EMBALAGENS LTDA,MELIDE EMBALAGENS LTDA,45.376.574/0001-05,1148283366,DFISCAL@CONTETO.COM.BR,supplier,,,9370260,RUA PORTO FELIZ,343,LETRA A ANDAR 1 SALA 1,JARDIM HAYDEE,MAUÁ,SP,BRASIL
MERCADO DE ELETRONICOS,MERCADO DE ELETRONICOS LTDA,47.100.575/0001-40,4196259358,MGSMARCLO@HOTMAIL.COM,supplier,,,83280000,RUA IVAI,13,,PIÇARRAS,GUARATUBA,PR,BRASIL
MERCORIENTAL IMPORTACAO E EXPORTACAO LTDA,MERCORIENTAL IMPORTACAO E EXPORTACAO LTDA,18.804.664/0002-50,2721040900,UNICON@UNICON.COM.BR,supplier,,,29161414,AVENIDA SETECENTOS,76,QUADRA016 LOTE M-02A SALA 10,TERMINAL INTERMODAL DA SERRA,SERRA,ES,BRASIL
MFL ACESSORIOS LTDA,MFL ACESSORIOS LTDA,15.765.446/0003-46,4234460001,LOPESMAURICIO25@GMAIL.COM,supplier,,,5275000,VIA ANHANGUERA,S/N,KM 25.5 P. LATERAL 130 SETOR PARTE C85,JARDIM JARAGUA,SÃO PAULO,SP,BRASIL
MGPARTS COMERCIO E DISTRIBUIDORA DE PECAS E COMPONENTES ELETRONICOS LTDA,MGPARTS COMERCIO E DISTRIBUIDORA DE PECAS E COMPONENTES ELETRONICOS LTDA,38.312.970/0001-03,4432747826,LEGALIZACAO@DIMARP.COM.BR,supplier,,,87050280,AVENIDA MONTEIRO LOBATO,21,,ZONA 08,MARINGÁ,PR,BRASIL
MIALI TECNOLOGIA,MIALI TECNOLOGIA LTDA,09.488.849/0001-20,1934078045,CONTATO@MIALITECNOLOGIA.COM.BR,supplier,,,13465660,RUA FORTUNATO FARAONE,1097,,JARDIM GIRASSOL,AMERICANA,SP,BRASIL
MICROCENTER TELEINFORMATICA COMERCIO E REPRES LTDA,MICROCENTER TELEINFORMATICA COMERCIO E REPRES LTDA,69.055.044/0001-15,1150522662,,supplier,,,6404250,AVENIDA ANAPOLIS,490,,VILA NILVA,BARUERI,SP,BRASIL
MICRORAR OUTSOURCING,MICRORAR OUTSOURCING LTDA,06.327.037/0001-05,4133638575,FINANCEIRO@MICRORAR.COM.BR,supplier,,,81530150,RUA SENADOR BATISTA DE OLIVEIRA,820,,JARDIM DAS AMERICAS,CURITIBA,PR,BRASIL
MICRORAR ROTULOS E ETIQUETAS LTDA,MICRORAR ROTULOS E ETIQUETAS LTDA,46.453.725/0001-36,4133638575,FINANCEIRO@MICRORAR.COM.BR,supplier,,,80030030,RUA HEITOR STOCKLER DE FRANÇA,396,CONJ 1407 ANDAR 14 COND NEO SUPER QUADRA ED BLOCO NEO SUPER QUADRA TOR,CENTRO CÍVICO,CURITIBA,PR,BRASIL
MINASCOPY NACIONAL,MINASCOPY NACIONAL LTDA,19.425.487/0005-06,3133598615,FABIOPALHARES@MINASCOPY.COM.BR,supplier,,,29157100,RODOVIA GOVERNADOR MARIO COVAS,S/N,QUIOSQKM 281 GLEBA 01 GALPAO01 PAVMTO01 BLOCO 01 SALA 223,PADRE MATHIAS,CARIACICA,ES,BRASIL
MK CONCEPT COMERCIO DE ELETRONICOS E ACESSORIOS LTDA,MK CONCEPT COMERCIO DE ELETRONICOS E ACESSORIOS LTDA,43.822.112/0001-30,4198548156,MATHEUSKFERRAZ@GMAIL.COM,supplier,,,82810350,AVENIDA VICTOR FERREIRA DO AMARAL,2633,LOJA L1175 ANDAR L01,TARUMA,CURITIBA,PR,BRASIL
MRL DO BRASIL IMPORTACAO E COMERCIO LTDA,MRL DO BRASIL IMPORTACAO E COMERCIO LTDA,44.808.617/0002-94,2133335406,JSB@JSBCONTABIL.COM.BR,supplier,,,5275000,VIA ANHANGUERA,S/N,KM 25.5 P. LATERAL 130 SETOR PARTE C1493,JARDIM JARAGUA,SÃO PAULO,SP,BRASIL
MTAG ETIQUETAS ADESIVAS,MTAG ETIQUETAS & ACESSORIOS EM GERAL LTDA,51.075.876/0001-38,1994514845,MTAG@MTAGETIQUETAS.COM.BR,supplier,,,13455745,RUA ANTONIO LUIS FORNAZIN,308,,JARDIM DONA REGINA,SANTA BÁRBARA D'OESTE,SP,BRASIL
MUNDIAL CABOS FLAT - COMERCIO DE CABOS,MUNDIAL CABOS FLAT - COMERCIO VAREJISTA DE MATERIAIS ELETRICOS LTDA,42.672.118/0001-06,1171667603,LEO_GOMES_JUNIOR@HOTMAIL.COM,supplier,,,3444000,RUA TAMAINDE,1107,SALA 2,VILA NOVA MANCHESTER,SÃO PAULO,SP,BRASIL
MUNDIAL VENDAS COMERCIO DE CABOS & VARIEDADES,MUNDIAL VENDAS COMERCIO DE MATERIAL ELETRO ELETRONICO & VARIEDADES LTDA,40.366.805/0001-78,1123669663,MUNDIALCABOSFLAT@GMAIL.COM,supplier,,,3444000,RUA TAMAINDE,1107,SALA 1,VILA NOVA MANCHESTER,SÃO PAULO,SP,BRASIL
MZ1 E-COMMERCE,MZ1 COMERCIO LTDA,20.927.603/0001-40,3121270029,ATENDIMENTO@MZ1.COM.BR,supplier,,,30730430,RUA JACUTINGA,269,LOJA: B;,PADRE EUSTAQUIO,BELO HORIZONTE,MG,BRASIL
NAGEM,CIL - COMERCIO DE INFORMATICA LTDA,24.073.694/0001-55,8121212000,FISCAL@NAGEM.COM.BR,supplier,,,50950170,RUA JORNALISTA MURILO MARROQUIM,220,,VARZEA,RECIFE,PE,BRASIL
NACELL CAPAS & ACESSORIOS,CAROLINA DE SOUSA DIANO,33.905.419/0001-41,8598508063,ZENASSESSORIACONTABIL@GMAIL.COM,supplier,,,60020000,RUA VINTE E QUATRO DE MAIO,309,,CENTRO,FORTALEZA,CE,BRASIL
ZE SOLUCOES,NATHAN INFORMATICA SOLUCOES LTDA,52.722.898/0001-05,1174734217,NATHANDDINFORMATICA@GMAIL.COM,supplier,,,1141020,RUA QUIRINO DOS SANTOS,30,SALA 5,VARZEA DA BARRA FUNDA,SÃO PAULO,SP,BRASIL
NEM COMPARA COMERCIO DE ELETRONICOS LTDA,NEM COMPARA COMERCIO DE ELETRONICOS LTDA,34.053.485/0001-01,1433118100,DIEGO.PAVARINI@CONNECTPARTS.COM.BR,supplier,,,17512120,RUA CARLOS TOSIN,1206,SALA 01,DISTRITO INDUSTRIAL,MARÍLIA,SP,BRASIL
NPARTS COMERCIO DE PECAS E ACESSORIOS DE INFORMATICA LTDA,NPARTS COMERCIO DE PECAS E ACESSORIOS DE INFORMATICA LTDA,27.842.676/0001-89,1151962257,ADMIN@NPARTS.COM.BR,supplier,,,1039000,AVENIDA IPIRANGA,1147,ANDAR 1 SALA 11A E 11B,REPUBLICA,SÃO PAULO,SP,BRASIL
OSWORLD LTDA,OSWORLD LTDA,55.812.806/0001-76,1195008147,OSWORLDLTDA@GMAIL.COM,supplier,,,3031040,RUA HANNEMANN,352,BOX 650-A,CANINDÉ,SÃO PAULO,SP,BRASIL
P&M COMERCIAL E DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS LTDA,P&M COMERCIAL E DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS LTDA,36.417.713/0001-00,4197970125,,supplier,,,81240000,RUA RAUL POMPEIA,831,,CIDADE INDUSTRIAL,CURITIBA,PR,BRASIL
PATY DISTRIBUIDORA,P.V. MARQUES ITAPETININGA,35.367.774/0001-30,1581211471,CONTATOLBLDISTRIBUIDORA@GMAIL.COM,supplier,,,18207812,RUA JOSE CANDIDO FERREIRA,50,,TUPY,ITAPETININGA,SP,BRASIL
PAGANI,PAGANI EQUIPAMENTOS PARA ESCRITORIO LTDA,42.238.689/0001-37,1897329131,PAGANIECOMMERCE@GMAIL.COM,supplier,,,15290011,RUA GENERAL GLICERIO,652,GALPAOSALAO,CENTRO,BURITAMA,SP,BRASIL
PALACIO DAS FERRAMENTAS E PARAFUSOS LTDA,PALACIO DAS FERRAMENTAS E PARAFUSOS LTDA,68.422.419/0001-75,1621049666,RELACIONAMENTO@PALACIODASFERRAMENTAS.COM.BR,supplier,,,14405901,AVENIDA RIO BRANCO,745,GALPAO08,VILA SANTOS DUMONT,FRANCA,SP,BRASIL
PARTAPE PRODUTOS DE EMBALAGENS,PARTAPE PRODUTOS DE EMBALAGENS LTDA,49.977.451/0001-72,4130333790,CONTATO@PLASTITAPE.COM.BR,supplier,,,83322040,RUA RIO AMAZONAS,343,,WEISSOPOLIS,PINHAIS,PR,BRASIL
EZ COMERCIO VAREJISTA DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA LTDA,EZ COMERCIO VAREJISTA DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA LTDA,28.303.354/0001-24,4498976806,PAULOS_AL@HOTMAIL.COM,supplier,,,87020035,AVENIDA ADVOGADO HORACIO RACCANELLO FILHO,6326,PAVMTO02 SALA 02 SETOR 15,ZONA 07,MARINGÁ,PR,BRASIL
PAVILHAO INFORMATICA LTDA,PAVILHAO INFORMATICA LTDA,41.760.319/0001-00,1113983928,CLAUDIA@TUDOPARARECARGA.COM.BR,supplier,,,9171615,AVENIDA SAO BERNARDO DO CAMPO,31,SALA 6,SITIO DOS VIANAS,SANTO ANDRÉ,SP,BRASIL
PCINFORMATICA.INFO,ANDRESA SOARES DUMMER,32.785.639/0001-16,5136714159,ESCRITORIOMERCURIO@TERRA.COM.BR,supplier,,,96780076,RUA MAJOR CRESCENCIO DE SOUZA,93,SALA 1,CENTRO,CAMAQUÃ,RS,BRASIL
"PLANETA COMERCIO, IMPORTACAO E EXPORTACAO LTDA","PLANETA COMERCIO, IMPORTACAO E EXPORTACAO LTDA",01.882.767/0002-35,1133226615,WILSON@BRASWU.COM.BR,supplier,,,3032000,AVENIDA VAUTIER,203,219,CANINDE,SÃO PAULO,SP,BRASIL
POLICROMEX,POLICROMEX COMERCIAL LTDA,42.349.617/0001-67,8532221700,MARCELO@POLICROMEX.COM.BR,supplier,,,60410305,AVENIDA DOS EXPEDICIONARIOS,4699,,PARREAO,FORTALEZA,CE,BRASIL
POP CASE,POP CASE LTDA,45.709.189/0001-24,4899769121,POPCASEVENDAS@GMAIL.COM,supplier,,,88330572,RUA 990,161,SALA 05 BOX 17,CENTRO,BALNEÁRIO CAMBORIÚ,SC,BRASIL
POTENCIAL SUPRIMENTOS DE INFORMATICA LTDA,POTENCIAL SUPRIMENTOS DE INFORMATICA LTDA,07.152.924/0001-52,4432675555,ADMINISTRATIVO@POTENCIALSUPRIMENTOS.COM.BR,supplier,,,87035480,RUA RODOLFO CREMM,6650,,JARDIM ANDRADE,MARINGÁ,PR,BRASIL
LMF - INFORMATICA,PRECISION PRINT COMERCIO E SERVICOS LTDA,36.178.679/0001-50,1122764448,CONTATO@AWRCONTABILIDADE.COM.BR,supplier,,,13600021,RUA NUNES MACHADO,997,,CENTRO,ARARAS,SP,BRASIL
PRECO MANIA INFORMATICA LTDA,PRECO MANIA INFORMATICA LTDA,43.734.403/0001-77,1821041198,ESCLIDER@ESCLIDER.COM.BR,supplier,,,5305011,AVENIDA IMP LEOPOLDINA,957,CONJ 1111 E 1 VG EDIF WINNER OFFICE,VILA LEOPOLDINA,SÃO PAULO,SP,BRASIL
PRIME INFORMATICA,PRIME INFORMATICA LTDA,43.756.244/0001-01,4488046532,SANTOSINFORMATICA83@GMAIL.COM,supplier,,,87047542,AVENIDA GUAIAPO,4947,SALA 03,JARDIM COLINA VERDE II,MARINGÁ,PR,BRASIL
PROHOSPITAL COMERCIO HOLANDA LTDA,PROHOSPITAL COMERCIO HOLANDA LTDA,09.485.574/0001-71,8532525699,RUFINO@PROHOSPITAL.COM.BR,supplier,,,60862730,AVENIDA CAPITAO HUGO BEZERRA,181,,BARROSO,FORTALEZA,CE,BRASIL
PROLUX,PROLUX COMERCIO LTDA,05.251.811/0002-60,8534444200,CONTA@MAPURUNGA.COM.BR,supplier,,,60710000,AVENIDA GODOFREDO MACIEL,711,,PARANGABA,FORTALEZA,CE,BRASIL
R7 COMERCIO E SERVICOS DE INFORMATICA LTDA,R7 COMERCIO E SERVICOS DE INFORMATICA LTDA,15.354.448/0002-61,8530467770,VENDAS@R7INFORMATICA.COM.BR,supplier,,,60840285,AVENIDA FREI CIRILO,3849,,MESSEJANA,FORTALEZA,CE,BRASIL
RE ATACADO,RE COMERCIO ATACADISTA DE ACESSORIOS LTDA,27.679.149/0001-03,5185050657,NFE@REATACADO.COM.BR,supplier,,,93700000,RUA VINTE DE SETEMBRO,150,,CENTRO,CAMPO BOM,RS,BRASIL
R FLEX BOBINAS E ETIQUETAS,R FLEX INDUSTRIA E COMERCIO LTDA,18.346.261/0001-23,2126088051,FLAVIA@RFLEXSUPRIMENTOS.COM.BR,supplier,,,24753450,ESTRADA DAS PIABAS,125,,VARZEA DAS MOCAS,SÃO GONÇALO,RJ,BRASIL
R M COMERCIO DE MATERIAL DE LIMPEZA LTDA,R M COMERCIO DE MATERIAL DE LIMPEZA LTDA,41.876.765/0001-77,8599915295,RON_ALMEIDA@HOTMAIL.COM,supplier,,,60160240,RUA JULIO ABREU,120,LOJA 01 LOJA 02 LOJA 03,VARJOTA,FORTALEZA,CE,BRASIL
R7 INFORMATICA,R7 COMERCIO E SERVICOS DE INFORMATICA LTDA,15.354.448/0001-80,8530467770,VENDAS@R7INFORMATICA.COM.BR,supplier,,,60325001,AVENIDA BEZERRA DE MENEZES,802,,SAO GERARDO,FORTALEZA,CE,BRASIL
RGT ELETRONICA LTDA,RGT ELETRONICA LTDA,05.943.957/0001-95,1121473000,ADMINISTRACAO@RAGTECH.COM.BR,supplier,,,8586260,ESTRADA ALBERTO HINOTO,6757,PREDIO 3,UNA,ITAQUAQUECETUBA,SP,BRASIL
READY SUPRIMENTOS DE INFORMATICA LTDA,READY SUPRIMENTOS DE INFORMATICA LTDA,40.390.360/0001-61,2164338875,INFOSENDE@GMAI.COM,supplier,,,21210340,RUA CAROEN,00011,SAL 317,PENHA CIRCULAR,RIO DE JANEIRO,RJ,BRASIL
MARQSTORE.ECOM,REINALDO MARQUES 08638571836,42.185.698/0001-07,1197399193,MARQSTORE.ECOM@GMAIL.COM,supplier,,,8830490,RUA GONCALVES MAGALHAES,40,,JARDIM DAS BANDEIRAS,MOGI DAS CRUZES,SP,BRASIL
REIS OFFICE PRODUCTS SERVICOS LTDA,REIS OFFICE PRODUCTS SERVICOS LTDA,07.337.935/0001-07,1124422600,COMUNICACAO@REISOFFICE.COM.BR,supplier,,,7040010,RUA FRANCISCO ANTUNES,598,CONJ 1,VILA AUGUSTA,GUARULHOS,SP,BRASIL
REIS OFFICE PRODUCTS COMERCIAL LTDA,REIS OFFICE PRODUCTS COMERCIAL LTDA,53.617.676/0005-19,1124422600,COMUNICACAO@REISOFFICE.COM.BR,supplier,,,29157100,RODOVIA GOVERNADOR MARIO COVAS,256,KM 280 SALA 10,PADRE MATHIAS,CARIACICA,ES,BRASIL
PRINT PARTS BRASIL,ROBERTA DE CASSIA SENA BIANCHI FERREIRA,24.651.573/0001-43,1144091213,ROBERTA.PRINTPARTS@HOTMAIL.COM,supplier,,,88372096,RUA JUIZ OSVALDO AREA HORN,440,BOX 14 SALA COMERCIAL,MEIA PRAIA,NAVEGANTES,SC,BRASIL
RODFUL ON-LINE,RODFUL COMERCIO ON-LINE DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA LTDA,38.281.166/0001-04,6184902612,GILBERTO@TRADETONER.COM.BR,supplier,,,13280017,AVENIDA BENEDITO STORANI,310,,CENTRO,VINHEDO,SP,BRASIL
RODRIGUES MATERIAL DE CONSTRUCOES,RODRIGUES MATERIAL DE CONSTRUCOES LTDA,14.788.633/0001-10,8532757719,XAVIERJOSE@OI.COM.BR,supplier,,,60820000,RUA FREI CANECA,467,,JARDIM DAS OLIVEIRAS,FORTALEZA,CE,BRASIL
RODTEC1INK,RODTEC1INK COMERCIO E MANUTENCAO DE AUDIO E VIDEO LTDA,32.185.863/0001-77,1147391035,SAC@RODTEC.COM.BR,supplier,,,8820490,RUA DINORAH DA CONCEICAO BRAGA (MORADA SOL I),29,,CEZAR DE SOUZA,MOGI DAS CRUZES,SP,BRASIL
"RRN IMPORTACAO, EXPORTACAO DISTRIBUICAO E COMERCIO LTDA","RRN IMPORTACAO, EXPORTACAO DISTRIBUICAO E COMERCIO LTDA",18.604.589/0001-00,1180578272,CONTATO@GRUPOMACRIS.COM.BR,supplier,,,9541520,AVENIDA DOUTOR AUGUSTO DE TOLEDO,72,ANEXO 78 E 80,SANTA PAULA,SÃO CAETANO DO SUL,SP,BRASIL
RUPP,RUPP PAPELARIA LTDA,26.405.371/0001-47,1143097725,RICARDO_SALVI32@HOTMAIL.COM.BR,supplier,,,9370620,AVENIDA CLODOALDO PORTUGAL CARIBE,108 A,,VILA ASSIS BRASIL,MAUÁ,SP,BRASIL
RVS E-COOMERCE,RVS E-COOMERCE PRESENTES LTDA,51.955.026/0001-24,1130135000,RRVSLTDA@GMAIL.COM,supplier,,,8010060,RUA TTE LUIS FERNANDO LOBO,130,ANDAR 1 SALA 14,SAO MIGUEL PAULISTA,SÃO PAULO,SP,BRASIL
SAC JOIAS LTDA,SAC JOIAS LTDA,04.028.901/0001-42,3132225006,FISCAL@CONTAPOSITIVA.COM.BR,supplier,,,30170131,RUA SAO PAULO,893,SALA: 1306;,CENTRO,BELO HORIZONTE,MG,BRASIL
SAMSUNG ELETRONICA DA AMAZONIA LTDA,SAMSUNG ELETRONICA DA AMAZONIA LTDA,00.280.273/0002-18,1156442800,FISCAL.SEDA@SAMSUNG.COM,supplier,,,13097105,RUA THOMAS NILSEN JUNIOR,150,PARTE A,PARQUE IMPERADOR,CAMPINAS,SP,BRASIL
SCANSOURCE DO BRASIL,SCANSOURCE BRASIL DISTRIBUIDORA DE TECNOLOGIAS LTDA,05.607.657/0008-01,4121696500,TAX@SCANSOURCE.COM,supplier,,,88317600,RUA DOMINGOS RAMPELOTTI,3501,MODULO 12 A E B,SAO ROQUE,ITAJAÍ,SC,BRASIL
SCAR X LTDA,SCAR X LTDA,53.287.068/0001-60,1157772074,SCARXLTDA@GMAIL.COM,supplier,,,1023001,RUA BR DE DUPRAT,323,ANDAR 4 LOJA 408,CENTRO,SÃO PAULO,SP,BRASIL
AGROTRANS CRUZ,SERGIO CRUZ,29.706.221/0001-61,1147782759,HERCONSULT.CONTABILIDADE@GMAIL.COM,supplier,,,6790140,RUA MARIA OLEGARIA BARBOSA LIMA,164,,JARDIM TRES MARIAS,TABOÃO DA SERRA,SP,BRASIL
SHARK LASER INFORMATICA LTDA,SHARK LASER INFORMATICA LTDA,23.558.037/0001-35,3132121101,DIPLOMATASIARE@GMAIL.COM,supplier,,,30431420,RUA PARAOQUENA,81,,NOVA GRANADA,BELO HORIZONTE,MG,BRASIL
CCTOOLS,SHEERPACK COMERCIO E IMPORTACAO LTDA,27.119.757/0001-55,1992939143,FINANCEIRO@CCTOOLS.COM.BR,supplier,,,13478743,RUA MALAGA,579,,JARDIM BERTONI,AMERICANA,SP,BRASIL
SHOW DE IMAGEM AUDIOVISUAIS,SHOW DE IMAGEM AUDIOVISUAIS LTDA,04.340.772/0001-23,1155555555,CONTATO@GMAIL.COM,supplier,,,4257010,RUA PROF SYLAS BALTAZAR DE ARAUJO,249,,PARQUE FONGARO,SÃO PAULO,SP,BRASIL
SILVA & SILVA COMERCIAL LTDA,SILVA & SILVA COMERCIAL LTDA,46.990.563/0001-75,1157925875,COMERCIALMODASCONFE@GMAIL.COM,supplier,,,1030001,RUA FLORENCIO DE ABREU,418,ANDAR 1 - LOJA 1-B -25,CENTRO,SÃO PAULO,SP,BRASIL
SMART ID - COMERCIO E SERVICOS DE INFORMATICA LTDA,SMART ID - COMERCIO E SERVICOS DE INFORMATICA LTDA,57.654.386/0001-72,1122097430,DIRETORIA@SMART-ID.COM.BR,supplier,,,2206000,RUA MAJOR DANTAS CORTEZ,351,ANDAR 1,VILA GUSTAVO,SÃO PAULO,SP,BRASIL
SODINE,SODINE SOCIEDADE DISTRIBUIDORA DO NORDESTE LTDA,07.342.785/0001-20,8540128114,FISCAL@SODINE.COM.BR,supplier,,,60025130,RUA FLORIANO PEIXOTO,230,,CENTRO,FORTALEZA,CE,BRASIL
BSMAIS GIFT,BSM COMERCIO DE VARIEDADES LTDA,39.615.906/0001-56,8592121456,BSMAISGIFT@OUTLOOK.COM,supplier,,,60020030,RUA GENERAL SAMPAIO,704,,CENTRO,FORTALEZA,CE,BRASIL
SOLUCOES EM INTERMEDIACAO DE CELL LTDA,SOLUCOES EM INTERMEDIACAO DE CELL LTDA,53.418.502/0001-01,6992031776,RAVAZZI.CONT@GMAIL.COM,supplier,,,1033904,RUA BENEFICENCIA PORTUGUESA,24,SALA 810 M,CENTRO,SÃO PAULO,SP,BRASIL
STELLAPACK,STELLAPACK EMBALAGENS E DESCARTAVEIS LTDA,47.030.573/0001-21,1141141640,DESCHEM@GRUPODESCHEM.COM.BR,supplier,,,1451917,AVENIDA BRIG FARIA LIMA,1572,SALA 1022,JARDIM PAULISTANO,SÃO PAULO,SP,BRASIL
STICK COMERCIO E SERVICOS LTDA,STICK COMERCIO E SERVICOS LTDA,06.192.526/0001-05,1141643831,LUIZPEDRO@UOL.COM.BR,supplier,,,6036018,AVENIDA PADRE VICENTE MELILLO,1825,,JARDIM ORIENTAL,OSASCO,SP,BRASIL
STRATEGY SOLUCOES TECNOLOGICAS LTDA,STRATEGY SOLUCOES TECNOLOGICAS LTDA,10.797.045/0001-92,4732030200,ELAINE.GOULART@COLEPACK.COM.BR,supplier,,,89280181,TRAVESSA THEODORO KOCH,30,BOX 12,CENTRO,SÃO BENTO DO SUL,SC,BRASIL
SUPPLY DISTRIBUIDORA,SUPER SUPPLY DISTRIBUIDORA LTDA,45.141.688/0001-68,8533001818,NFE@SUPERSUPPLY.COM.BR,supplier,,,60870576,AVENIDA DIONISIO ALENCAR,1212,,JANGURUSSU,FORTALEZA,CE,BRASIL
SUPPLEX,SUPPLEX COMERCIO DE MATERIAL DE ESCRITORIO & PAPELARIA LTDA,29.404.299/0001-21,8540128113,,supplier,,,60821802,AVENIDA OLIVEIRA PAIVA,3013,,CAMBEBA,FORTALEZA,CE,BRASIL
SUPRI & CIA.,SUPRI & CIA. TECNOLOGIA EM IMPRESSAO LTDA,82.169.780/0001-62,4733490737,ATENDIMENTO@SUPRIECIA.COM.BR,supplier,,,88304120,RUA JOAQUIM JOSE DE FREITAS,848,,SAO JOAO,ITAJAÍ,SC,BRASIL
SUPRIVIX,SUPRIVIX - SUPRIMENTOS DE INFORMATICA LTDA,08.039.907/0002-57,2733465300,FELLIPEMAGNAGO@HOTMAIL.COM,supplier,,,29140552,RUA LOUREIRO,84,SALA 1,VASCO DA GAMA,CARIACICA,ES,BRASIL
